1100100087383,04/04/17,AM,DB
1100100087565,04/04/17,AM,DB
1100100087466,04/04/17,AM,DB
1100100087458,04/04/17,AM,DB
1100100088357,04/04/17,AM,DB
1100100089165,04/04/17,AM,DB
1100100088381,04/04/17,AM,DB
1100100089363,04/04/17,AM,DB
1100100088431,04/04/17,AM,DB
1100100088829,04/04/17,AM,DB
1100100089041,04/04/17,AM,DB
1100100087557,04/04/17,AM,DB
1100100087755,04/04/17,AM,DB
1100100088803,04/04/17,AM,DB
1100100088407,04/04/17,AM,DB
1100100088753,04/04/17,AM,DB
1100100088761,04/04/17,AM,DB
1100100087953,04/04/17,AM,DB
1100100087730,04/04/17,AM,DB
1100100087706,04/04/17,AM,DB
1100100087839,04/04/17,AM,DB
1100100088423,04/04/17,AM,DB
1100100088555,04/04/17,AM,DB
1100100088126,04/04/17,AM,DB
1100100087367,04/04/17,AM,DB
1100100088720,04/04/17,AM,DB
1100100088506,04/04/17,AM,DB
1100100088712,04/04/17,AM,DB
1100100088746,04/04/17,AM,DB
1100100088688,04/04/17,AM,DB
1100100087359,04/04/17,AM,DB
1100100088571,04/04/17,AM,DB
1100100088373,04/04/17,AM,DB
1100100088696,04/04/17,AM,DB
1100100087508,04/04/17,AM,DB
1100100087375,04/04/17,AM,DB
1100100087722,04/04/17,AM,DB
1100100088563,04/04/17,AM,DB
1100100088522,04/04/17,AM,DB
1100100087524,04/04/17,AM,DB
1100100088605,04/04/17,AM,DB
1100100088597,04/04/17,AM,DB
1100100088001,04/04/17,AM,DB
1100100088993,04/04/17,AM,DB
1100100088985,04/04/17,AM,DB
1100100088977,04/04/17,AM,DB
1100100087763,04/04/17,AM,DB
1100100087409,04/04/17,AM,DB
1100100088928,04/04/17,AM,DB
1100100088852,04/04/17,AM,DB
1100100088910,04/04/17,AM,DB
1100100088795,04/04/17,AM,DB
1100100088654,04/04/17,AM,DB
1100100088837,04/04/17,AM,DB
1100100088787,04/04/17,AM,DB
1100100087748,04/04/17,AM,DB
1100100088779,04/04/17,AM,DB
1100100089520,04/04/17,AM,DB
1100100088399,04/04/17,AM,DB
1100100087672,04/04/17,AM,DB
1100100088076,04/04/17,AM,DB
1100100088498,04/04/17,AM,DB
1100100088480,04/04/17,AM,DB
1100100088464,04/04/17,AM,DB
1100100088894,04/04/17,AM,DB
1100100088670,04/04/17,AM,DB
1100100088738,04/04/17,AM,DB
1100100088456,04/04/17,AM,DB
1100100087631,04/04/17,AM,DB
1100100088704,04/04/17,AM,DB
1100100088365,04/04/17,AM,DB
1100100088530,04/04/17,AM,DB
1100100089033,04/04/17,AM,DB
1100100087854,04/04/17,AM,DB
1100100088886,04/04/17,AM,DB
1100100088902,04/04/17,AM,DB
1100100089082,04/04/17,AM,DB
1100100089009,04/04/17,AM,DB
1100100089363,04/05/17,AM,DB
1100100088928,04/05/17,AM,DB
1100100088639,04/05/17,AM,DB
1100100087565,04/05/17,AM,DB
1100100087383,04/05/17,AM,DB
1100100087458,04/05/17,AM,DB
1100100088357,04/05/17,AM,DB
1100100087466,04/05/17,AM,DB
1100100088647,04/05/17,AM,DB
1100100071585,04/05/17,AM,DB
1100100088829,04/05/17,AM,DB
1100100088597,04/05/17,AM,DB
1100100087359,04/05/17,AM,DB
1100100087722,04/05/17,AM,DB
1100100088852,04/05/17,AM,DB
1100100087524,04/05/17,AM,DB
1100100087730,04/05/17,AM,DB
1100100087706,04/05/17,AM,DB
1100100088472,04/05/17,AM,DB
1100100088696,04/05/17,AM,DB
1100100088506,04/05/17,AM,DB
1100100088688,04/05/17,AM,DB
1100100088423,04/05/17,AM,DB
1100100088977,04/05/17,AM,DB
1100100088985,04/05/17,AM,DB
1100100088381,04/05/17,AM,DB
1100100088753,04/05/17,AM,DB
1100100087367,04/05/17,AM,DB
1100100087748,04/05/17,AM,DB
1100100087540,04/05/17,AM,DB
1100100088787,04/05/17,AM,DB
1100100088746,04/05/17,AM,DB
1100100088712,04/05/17,AM,DB
1100100088910,04/05/17,AM,DB
1100100088365,04/05/17,AM,DB
1100100088720,04/05/17,AM,DB
1100100088373,04/05/17,AM,DB
1100100087763,04/05/17,AM,DB
1100100087409,04/05/17,AM,DB
1100100088480,04/05/17,AM,DB
1100100088464,04/05/17,AM,DB
1100100088498,04/05/17,AM,DB
1100100088563,04/05/17,AM,DB
1100100088431,04/05/17,AM,DB
1100100087755,04/05/17,AM,DB
1100100087375,04/05/17,AM,DB
1100100088522,04/05/17,AM,DB
1100100088993,04/05/17,AM,DB
1100100089165,04/05/17,AM,DB
1100100089488,04/05/17,AM,DB
1100100089033,04/05/17,AM,DB
1100100087854,04/05/17,AM,DB
1100100088001,04/05/17,AM,DB
1100100088845,04/05/17,AM,DB
1100100088704,04/05/17,AM,DB
1100100088894,04/05/17,AM,DB
1100100088670,04/05/17,AM,DB
1100100088738,04/05/17,AM,DB
1100100088837,04/05/17,AM,DB
1100100088654,04/05/17,AM,DB
1100100088456,04/05/17,AM,DB
1100100087672,04/05/17,AM,DB
1100100088076,04/05/17,AM,DB
1100100087680,04/05/17,AM,DB
1100100087631,04/05/17,AM,DB
1100100088530,04/05/17,AM,DB
1100100089009,04/05/17,AM,DB
1100100088761,04/05/17,AM,DB
1100100088571,04/05/17,AM,DB
1100100089520,04/05/17,AM,DB
1100100087383,04/06/17,AM,DB
1100100087847,04/06/17,AM,DB
1100100087466,04/06/17,AM,DB
1100100088381,04/06/17,AM,DB
1100100088928,04/06/17,AM,DB
1100100088639,04/06/17,AM,DB
1100100087565,04/06/17,AM,DB
1100100088357,04/06/17,AM,DB
1100100087458,04/06/17,AM,DB
1100100088712,04/06/17,AM,DB
1100100088746,04/06/17,AM,DB
1100100088829,04/06/17,AM,DB
1100100087722,04/06/17,AM,DB
1100100088571,04/06/17,AM,DB
1100100088688,04/06/17,AM,DB
1100100088472,04/06/17,AM,DB
1100100088506,04/06/17,AM,DB
1100100088563,04/06/17,AM,DB
1100100088894,04/06/17,AM,DB
1100100087375,04/06/17,AM,DB
1100100088977,04/06/17,AM,DB
1100100088985,04/06/17,AM,DB
1100100088449,04/06/17,AM,DB
1100100088423,04/06/17,AM,DB
1100100088761,04/06/17,AM,DB
1100100087359,04/06/17,AM,DB
1100100088753,04/06/17,AM,DB
1100100087672,04/06/17,AM,DB
1100100088555,04/06/17,AM,DB
1100100088522,04/06/17,AM,DB
1100100087540,04/06/17,AM,DB
1100100088647,04/06/17,AM,DB
1100100088076,04/06/17,AM,DB
1100100089520,04/06/17,AM,DB
1100100088530,04/06/17,AM,DB
1100100088910,04/06/17,AM,DB
1100100088365,04/06/17,AM,DB
1100100088795,04/06/17,AM,DB
1100100087524,04/06/17,AM,DB
1100100088605,04/06/17,AM,DB
1100100088597,04/06/17,AM,DB
1100100087763,04/06/17,AM,DB
1100100087748,04/06/17,AM,DB
1100100087409,04/06/17,AM,DB
1100100087839,04/06/17,AM,DB
1100100088852,04/06/17,AM,DB
1100100088779,04/06/17,AM,DB
1100100088399,04/06/17,AM,DB
1100100088373,04/06/17,AM,DB
1100100088787,04/06/17,AM,DB
1100100088720,04/06/17,AM,DB
1100100088480,04/06/17,AM,DB
1100100088464,04/06/17,AM,DB
1100100088498,04/06/17,AM,DB
1100100088803,04/06/17,AM,DB
1100100088654,04/06/17,AM,DB
1100100088886,04/06/17,AM,DB
1100100089363,04/06/17,AM,DB
1100100087367,04/06/17,AM,DB
1100100088845,04/06/17,AM,DB
1100100088878,04/06/17,AM,DB
1100100089488,04/06/17,AM,DB
1100100088662,04/06/17,AM,DB
1100100088837,04/06/17,AM,DB
1100100088431,04/06/17,AM,DB
1100100088670,04/06/17,AM,DB
1100100088704,04/06/17,AM,DB
1100100088738,04/06/17,AM,DB
1100100087631,04/06/17,AM,DB
1100100087557,04/06/17,AM,DB
1100100089041,04/06/17,AM,DB
1100100087755,04/06/17,AM,DB
1100100087854,04/06/17,AM,DB
1100100089009,04/06/17,AM,DB
1100100089082,04/06/17,AM,DB
1100100087508,04/06/17,AM,DB
1100100087730,04/06/17,AM,DB
1100100087953,04/07/17,AM,DB
1100100089181,04/07/17,AM,DB
1100100087458,04/07/17,AM,DB
1100100088357,04/07/17,AM,DB
1100100087383,04/07/17,AM,DB
1100100087565,04/07/17,AM,DB
1100100087466,04/07/17,AM,DB
1100100088563,04/07/17,AM,DB
1100100087748,04/07/17,AM,DB
1100100087730,04/07/17,AM,DB
1100100087706,04/07/17,AM,DB
1100100088647,04/07/17,AM,DB
1100100087847,04/07/17,AM,DB
1100100088472,04/07/17,AM,DB
1100100088506,04/07/17,AM,DB
1100100088688,04/07/17,AM,DB
1100100088985,04/07/17,AM,DB
1100100088993,04/07/17,AM,DB
1100100088977,04/07/17,AM,DB
1100100088852,04/07/17,AM,DB
1100100088761,04/07/17,AM,DB
1100100087334,04/07/17,AM,DB
1100100087375,04/07/17,AM,DB
1100100087359,04/07/17,AM,DB
1100100088753,04/07/17,AM,DB
1100100087508,04/07/17,AM,DB
1100100088555,04/07/17,AM,DB
1100100088423,04/07/17,AM,DB
1100100088415,04/07/17,AM,DB
1100100087722,04/07/17,AM,DB
1100100087664,04/07/17,AM,DB
1100100088746,04/07/17,AM,DB
1100100088373,04/07/17,AM,DB
1100100088696,04/07/17,AM,DB
1100100088712,04/07/17,AM,DB
1100100087367,04/07/17,AM,DB
1100100088910,04/07/17,AM,DB
1100100088795,04/07/17,AM,DB
1100100089363,04/07/17,AM,DB
1100100088720,04/07/17,AM,DB
1100100088365,04/07/17,AM,DB
1100100088878,04/07/17,AM,DB
1100100088845,04/07/17,AM,DB
1100100088829,04/07/17,AM,DB
1100100088654,04/07/17,AM,DB
1100100088589,04/07/17,AM,DB
1100100088803,04/07/17,AM,DB
1100100088407,04/07/17,AM,DB
1100100088837,04/07/17,AM,DB
1100100087763,04/07/17,AM,DB
1100100087409,04/07/17,AM,DB
1100100088431,04/07/17,AM,DB
1100100089009,04/07/17,AM,DB
1100100088738,04/07/17,AM,DB
1100100088670,04/07/17,AM,DB
1100100088704,04/07/17,AM,DB
1100100089777,04/07/17,AM,DB
1100100088902,04/07/17,AM,DB
1100100087524,04/07/17,AM,DB
1100100088498,04/07/17,AM,DB
1100100088480,04/07/17,AM,DB
1100100088605,04/07/17,AM,DB
1100100088597,04/07/17,AM,DB
1100100088464,04/07/17,AM,DB
1100100088894,04/07/17,AM,DB
1100100088779,04/07/17,AM,DB
1100100088399,04/07/17,AM,DB
1100100087672,04/07/17,AM,DB
1100100087854,04/07/17,AM,DB
1100100088001,04/07/17,AM,DB
1100100087557,04/07/17,AM,DB
1100100089041,04/07/17,AM,DB
1100100088076,04/07/17,AM,DB
1100100087755,04/07/17,AM,DB
1100100088449,04/07/17,AM,DB
1100100089496,04/07/17,AM,DB
1100100089488,04/07/17,AM,DB
